"SMILES","Melting Point {measured}","UNIT {Melting Point}","Melting Point {measured, converted}","UNIT {Melting Point}"
"FC(F)(F)F","-184.0 - -183.6","?C","-184.0","Celsius"
"CC(C)CCCl","-104.4 - -104.0","?C","-104.0","Celsius"
"CC(C)OC(C)=O","-73.4 - -73.0","?C","-73.2","Celsius"
"CC(C)=C","-140.4 - -140.0","?C","-140.0","Celsius"
"FC1=C(F)C(F)=C(C(F)=C1F)C(F)(F)F","-66.0 - -65.6","?C","-65.8","Celsius"
"CCOC(Cl)=O","-81.0 - -80.6","?C","-80.8","Celsius"
"CC(C)C(C)=C(C)C","-113.4 - -113.0","?C","-113.0","Celsius"
"CC(C)=C=C","-114.0 - -113.6","?C","-114.0","Celsius"
"CCC(CC)CC","-119.0 - -118.6","?C","-119.0","Celsius"
"CCCSSCCC","-86.0 - -85.6","?C","-85.8","Celsius"
"CCCCCCCCCCCCCCCCCCC(O)=O","69.0 - 69.4","?C","69.2","Celsius"
"NC(=O)C(Cl)Cl","99.0 - 99.4","?C","99.2","Celsius"
"CC(C)(C)CC=C","-137.0 - -136.6","?C","-137.0","Celsius"
"CCCCCCCC(C)C","-75.0 - -74.6","?C","-74.8","Celsius"
"CCC(C(C)C)C(C)C","-122.4 - -122.0","?C","-122.0","Celsius"
"CCC1CCCC1","-138.4 - -138.0","?C","-138.0","Celsius"
"CC(C)C1=CC=CC=C1Cl","-74.4 - -74.0","?C","-74.2","Celsius"
"CCCCCC(C)CC","-108.0 - -107.6","?C","-108.0","Celsius"
"CC(C)C1CCCC1","-111.4 - -111.0","?C","-111.0","Celsius"
"CC1CCC(C)(C)C1","-142.4 - -142.0","?C","-142.0","Celsius"
"CC1(C)CCC=CC1","-74.4 - -74.0","?C","-74.2","Celsius"
"CCC(C)(C)CC(C)C","-113.4 - -113.0","?C","-113.0","Celsius"
"CC=CC=C","-87.4 - -87.0","?C","-87.2","Celsius"
"FC(Br)(Br)Br","-74.0 - -73.6","?C","-73.8","Celsius"
"CC1=C(C)CCC1","-90.4 - -90.0","?C","-90.2","Celsius"
"FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N","199.4","?C","199.0","Celsius"
"CCC(Br)=C","-133.4 - -133.0","?C","-133.0","Celsius"
"CC(C)CC#C","-105.0 - -104.6","?C","-105.0","Celsius"
"CCC=CC(C)C","-142.0 - -141.6","?C","-142.0","Celsius"
"C=CCNCC=C","-88.4 - -88.0","?C","-88.2","Celsius"
"CCC","-188.0 - -187.6","?C","-188.0","Celsius"
"CCCCBr","-112.4 - -112.0","?C","-112.0","Celsius"
"C1CCC1","-91.0 - -90.6","?C","-90.8","Celsius"
"CCCCCCCCCCCCCCCCCCCC(O)=O","75.0 - 75.4","?C","75.2","Celsius"
"CCCCCI","-86.0 - -85.6","?C","-85.8","Celsius"
"CCCC=C(C)C","-130.4 - -130.0","?C","-130.0","Celsius"
"CCCC#CC","-90.0 - -89.6","?C","-89.8","Celsius"
"CCCC=CCC","-137.0 - -136.6","?C","-137.0","Celsius"
"CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12","183.5 - 183.9","?C","184.0","Celsius"
"CCC(Br)CBr","-65.4 - -65.0","?C","-65.2","Celsius"
"BrCC=C","-119.4 - -119.0","?C","-119.0","Celsius"
"CCOC(C)=O","-84.0 - -83.6","?C","-83.8","Celsius"
"COC(C)(C)C","-109.0 - -108.6","?C","-109.0","Celsius"
"CCBr","-119.0 - -118.6","?C","-119.0","Celsius"
"CCO","-114.4 - -114.0","?C","-114.0","Celsius"
"CCC(O)=O","-21.1 - -20.7","?C","-20.9","Celsius"
"CCC=CC","-151.41 - -151.0","?C","-151.0","Celsius"
"C1CC1","-127.56 - -127.15","?C","-127.0","Celsius"
"CCCCCCC","-91.0 - -90.59","?C","-90.8","Celsius"
"CC1=CC=C(CC2=CC=CC=C2)C=C1","4.58000000000004 - 5.0","?C","4.79","Celsius"
"C1CCOC1","-108.44 - -108.0","?C","-108.0","Celsius"
"CCCCCCC=C","-102.15 - -101.7","?C","-102.0","Celsius"
"CC1=CCCCC1","-120.45 - -120.0","?C","-120.0","Celsius"
"CCCCC=C","-140.15 - -139.7","?C","-140.0","Celsius"
"COC(=O)C(C)=C","-48.0 - -47.55","?C","-47.8","Celsius"
"C1=CC=C2C=NC=CC2=C1","26.0 - 26.47","?C","26.2","Celsius"
"CO","-98.0 - -97.53","?C","-97.8","Celsius"
"CC(Br)CBr","-55.49 - -55.0","?C","-55.2","Celsius"
"OC1=CC(O)=CC(O)=C1","218.0 - 218.5","?C","218.0","Celsius"
"NCC(O)C1=CC=CC=C1","56.5 - 57.0","?C","56.8","Celsius"
"OC(=O)C1=CC=CC=N1","136.5 - 137.0","?C","137.0","Celsius"
"NCCCCNCCCN","23.5 - 24.0","?C","23.8","Celsius"
"NC1=CC=NC=C1","158.5 - 159.0","?C","159.0","Celsius"
"COC1=CC(CC(O)=O)=CC=C1O","143.0 - 143.5","?C","143.0","Celsius"
"CC(=O)NCCCCCC(O)=O","104.0 - 104.5","?C","104.0","Celsius"
"CCCCCC1=CC2=C(C(O)=C1)C1=C(C=CC(C)=C1)C(C)(C)O2","76.5 - 77.0","?C","76.8","Celsius"
"CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2","151.0 - 151.5","?C","151.0","Celsius"
"CC12CCC(CC1)C(C)(C)O2","1.0 - 1.5","?C","1.25","Celsius"
"CNC(=O)CSP(=S)(OC)OC","51.5 - 52.0","?C","51.8","Celsius"
"OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1","160.5 - 161.0","?C","161.0","Celsius"
"COP(=S)(OC)OC1=CC=C(SC)C(C)=C1","7.0 - 7.5","?C","7.25","Celsius"
"CC(C)C1=CC=C(C)C2=CC=C(C)C2=C1","31.5 - 32.0","?C","31.8","Celsius"
"OCC1=CNC2=CC=CC=C12","97.5 - 98.0","?C","97.8","Celsius"
"OC(=O)CCC1=CNC2=CC=CC=C12","134.0 - 134.5","?C","134.0","Celsius"
"COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O","35.5 - 36.0","?C","35.8","Celsius"
"CC(=O)NBr","103.5 - 104.0","?C","104.0","Celsius"
"COC1=CC=C(CC2=NC=CC3=C2C=C(OC)C(OC)=C3)C=C1OC","147.0 - 147.5","?C","147.0","Celsius"
"O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1","149.5 - 150.0","?C","150.0","Celsius"
"CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","147.0 - 147.5","?C","147.0","Celsius"
"NS(=O)(=O)CC1=NOC2=C1C=CC=C2","161.5 - 162.0","?C","162.0","Celsius"
"CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1","174.5 - 175.0","?C","175.0","Celsius"
"CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1","172.5 - 173.0","?C","173.0","Celsius"
"CC1=CC(C)=NN1","107.0 - 107.5","?C","107.0","Celsius"
"ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1","109.0 - 109.5","?C","109.0","Celsius"
"CC[N+]([O-])=O","-89.5 - -89.0","?C","-89.2","Celsius"
"CC(C)(O)C1CCC(C)(O)CC1","158.0 - 158.5","?C","158.0","Celsius"
"CC1=C(N)C2=C(C=C1)C(=O)C1=CC=CC=C1C2=O","205.0 - 205.5","?C","205.0","Celsius"
"CC1=CC=CC(C(O)=O)=C1O","165.0 - 165.5","?C","165.0","Celsius"
"ClC1=C(Cl)C(=O)C(C#N)=C(C#N)C1=O","214.5 - 215.0","?C","215.0","Celsius"
"OC1=CC=CC=C1C(=O)NC1=CC=CC=C1","136.5 - 137.0","?C","137.0","Celsius"
"COC1=C(Cl)C=C(Cl)C=C1Cl","61.0 - 61.5","?C","61.2","Celsius"
"CC(=O)C1=CC=CS1","10.0 - 10.5","?C","10.2","Celsius"
"OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O","122.0 - 122.5","?C","122.0","Celsius"
"NC1=NC(=NC(N)=N1)C1=CC=CC=C1","226.5 - 227.0","?C","227.0","Celsius"
"CC1=CC=C2OC(=O)C=CC2=C1","76.0 - 76.5","?C","76.2","Celsius"
"O=C(OC(=O)C1=CC=CC=C1)C1=CC=CC=C1","42.0 - 42.5","?C","42.2","Celsius"
"CCC(C)=NO","-30.0 - -29.5","?C","-29.8","Celsius"
"NC1=CC=CC(=C1)C(F)(F)F","5.5 - 6.0","?C","5.75","Celsius"
"ClC(=O)C1=CC(=CC=C1)C(Cl)=O","43.5 - 44.0","?C","43.8","Celsius"
"OCC1=CN=CC=C1","-7.0 - -6.5","?C","-6.75","Celsius"
"ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1","159.5 - 160.0","?C","160.0","Celsius"
"C=CC#N","-84.0 - -83.5","?C","-83.8","Celsius"
"CC(C)(C)NC(=O)C=C","128.5 - 129.0","?C","129.0","Celsius"
"CC(C)CC(=O)CC(C)C","-42.0 - -41.5","?C","-41.8","Celsius"
"BrC1CCCCC1","-57.0 - -56.5","?C","-56.8","Celsius"
"OC1=CN=CC=C1","127.0 - 127.5","?C","127.0","Celsius"
"ClC1=CC=CC=N1","-46.5 - -46.0","?C","-46.2","Celsius"
"CC(C)CCOC=O","-93.5 - -93.0","?C","-93.2","Celsius"
"CCSSCC","-102.0 - -101.5","?C","-102.0","Celsius"
"ClCCOCCOCCCl","-32.0 - -31.5","?C","-31.8","Celsius"
"CC(=O)NNC1=CC=CC=C1","129.5 - 130.0","?C","130.0","Celsius"
"CC1=CC(=CC(Br)=C1O)C1(OS(=O)(=O)C2=CC=CC=C12)C1=CC(C)=C(O)C(Br)=C1","241.0 - 241.5","?C","241.0","Celsius"
"C1=CC2=CC=C(N=C2C=C1)C1=NC2=CC=CC=C2C=C1","194.5 - 195.0","?C","195.0","Celsius"
"OC1=CC=C(Cl)C=C1CC1=CC=CC=C1","48.0 - 48.5","?C","48.2","Celsius"
"CCC1=CC(O)=CC=C1C([O-])=O","115.5","?C","116.0","Celsius"
"[O-][N+](=O)C1=C(Cl)C=CC(=C1)C(F)(F)F","-3.0 - -2.5","?C","-2.75","Celsius"
"CCOC1=CC(C=O)=CC=C1O","77.0 - 77.5","?C","77.2","Celsius"
"[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O","205.0 - 205.5","?C","205.0","Celsius"
"OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O","201.0 - 201.5","?C","201.0","Celsius"
"OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1","214.5 - 215.0","?C","215.0","Celsius"
"OC(=O)CCI","81.5 - 82.0","?C","81.8","Celsius"
"ClCCCCl","-100.0 - -99.5","?C","-99.8","Celsius"
"CC(C)C(O)C(C)(C)CO","51.5 - 52.0","?C","51.8","Celsius"
"C1=CC=C2C=NN=CC2=C1","90.5 - 91.0","?C","90.8","Celsius"
"O1C2=CC=CC=C2OC2=CC=CC=C12","122.0 - 122.5","?C","122.0","Celsius"
"[O-][N+](=O)C1=CC(=CC=C1F)S(=O)(=O)C1=CC(=C(F)C=C1)[N+]([O-])=O","193.5 - 194.0","?C","194.0","Celsius"
"FC(F)(F)C1=CC(Cl)=C(Cl)C=C1","-12.5 - -12.0","?C","-12.2","Celsius"
"NC(=O)C1=CN=C(N)C=C1","246.5 - 247.0","?C","247.0","Celsius"
"CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1","93.0 - 93.5","?C","93.2","Celsius"
"CC(=O)NC1=CC=CC(=C1)C(F)(F)F","104.5 - 105.0","?C","105.0","Celsius"
"OC(=O)C(F)(F)C(F)(F)C(F)(F)F","-18.0 - -17.5","?C","-17.8","Celsius"
"OC(=O)C1=CC(=CC=C1)C(F)(F)F","105.0 - 105.5","?C","105.0","Celsius"
"CC1=CC=C(C=C1)S(F)(=O)=O","41.0 - 41.5","?C","41.2","Celsius"
"CCOCOCC","-66.5 - -66.0","?C","-66.2","Celsius"
"OC(=O)C1=CC=NC2=CC=CC=C12","254.0 - 254.5","?C","254.0","Celsius"
"O=C1NC(=O)C2=NC=CN=C2N1","348.0 - 348.5","?C","348.0","Celsius"
"O=CC1=CNC2=CC=CC=C12","196.5 - 197.0","?C","197.0","Celsius"
"OC(=O)C1=COC=C1","122.0 - 122.5","?C","122.0","Celsius"
"C1CC2=CC=CC=C2NC2=CC=CC=C12","106.5 - 107.0","?C","107.0","Celsius"
"O=C1OCC=C1","4.0 - 4.5","?C","4.25","Celsius"
"NC1=CC=CC=N1","57.5 - 58.0","?C","57.8","Celsius"
"CC(C)C1=CC=CC=C1C","-72.0 - -71.5","?C","-71.8","Celsius"
"[O-][N+](=O)C1=CC=CC=C1[N+]([O-])=O","118.0 - 118.5","?C","118.0","Celsius"
"C(SCC1=CC=CC=C1)C1=CC=CC=C1","49.0 - 49.5","?C","49.2","Celsius"
"CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC","77.5 - 78.0","?C","77.8","Celsius"
"C1C=CC=CC=C1","-80.0 - -79.5","?C","-79.8","Celsius"
"O=C1C=CC2=CC=CC3=C2C1=CC=C3","154.0 - 154.5","?C","154.0","Celsius"
"CC(C)C=C","-168.5 - -168.0","?C","-168.0","Celsius"
"COC1=CC=C(C(O)=O)C(OC)=C1OC","100.5 - 101.0","?C","101.0","Celsius"
"BrC1=CC2=CC=CC=C2C2=C1C=CC=C2","64.0 - 64.5","?C","64.2","Celsius"
"BrCCN1C(=O)C2=CC=CC=C2C1=O","82.0 - 82.5","?C","82.2","Celsius"
"CCCC(=O)CC","-55.5 - -55.0","?C","-55.2","Celsius"
"CC(C)(C)N=C=S","10.0 - 10.5","?C","10.2","Celsius"
"CC1CCC=CC1","-115.5 - -115.0","?C","-115.0","Celsius"
"CCCCOC=O","-92.0 - -91.5","?C","-91.8","Celsius"
"CCCCCCCCCCCCCCCCCCCCCCCCCCC","59.0 - 59.5","?C","59.2","Celsius"
"CCC(O)(CC)CC","-13.0 - -12.5","?C","-12.8","Celsius"
"COC(=O)C(Cl)(Cl)Cl","-18.0 - -17.5","?C","-17.8","Celsius"
"[O-][N+](=O)C1=CC=C2CCC3=CC=CC1=C23","103.0 - 103.5","?C","103.0","Celsius"
"CC(=O)OC1=CC=CC=C1[N+]([O-])=O","40.0 - 40.5","?C","40.2","Celsius"
"CCOC(=O)C1=CC=CO1","34.0 - 34.5","?C","34.2","Celsius"
"CC1=CC(=O)OC1=O","7.5 - 8.0","?C","7.75","Celsius"
"CC(=O)N[C@@H](CS)C(O)=O","109.5 - 110.0","?C","110.0","Celsius"
"CCC1=CC=C(C=C1)C(O)=O","112.5 - 113.0","?C","113.0","Celsius"
"CN(C)C1=CC=C(C=C1)C(O)=O","242.5 - 243.0","?C","243.0","Celsius"
"OC(COC1=CC=CC=C1)COC1=CC=CC=C1","81.5 - 82.0","?C","81.8","Celsius"
"CC1=CC=C(C=C1)N=C=S","25.0 - 25.5","?C","25.2","Celsius"
"CCOC1=CC=C(O)C=C1","66.0 - 66.5","?C","66.2","Celsius"
"CCCCOC","-115.5 - -115.0","?C","-115.0","Celsius"
"CCCOCC","-127.5 - -127.0","?C","-127.0","Celsius"
"CCCCCCCCl","-70.0 - -69.5","?C","-69.8","Celsius"
"CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC","76.0 - 76.5","?C","76.2","Celsius"
"CC[Si](CC)(CC)CC","-82.5 - -82.0","?C","-82.2","Celsius"
"CC(=O)OC1=CC=CC=C1OC(C)=O","64.0 - 64.5","?C","64.2","Celsius"
"CC1=CC(C)=C(C)C(O)=C1","93.5 - 94.0","?C","93.8","Celsius"
"[O-][N+](=O)C1=CC=C(O1)C=O","35.5 - 36.0","?C","35.8","Celsius"
"CC1=CC(C)=C(C)C(C)=C1C","54.0 - 54.5","?C","54.2","Celsius"
"C1CC2=CC=CC=C2C2=CC=CC=C12","34.0 - 34.5","?C","34.2","Celsius"
"O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","156.0 - 156.5","?C","156.0","Celsius"
"OC(=O)C12CC3CC(CC(C3)C1)C2","174.5 - 175.0","?C","175.0","Celsius"
"CC(=O)OC1=CC=CC2=C1C=CC=C2","44.5 - 45.0","?C","44.8","Celsius"
"CCCCCC(=O)CCCCC","14.5 - 15.0","?C","14.8","Celsius"
"CCC1=CC=CC(C)=C1C","-50.0 - -49.5","?C","-49.8","Celsius"
"NNC(=O)C1=CC=CC=C1O","148.0 - 148.5","?C","148.0","Celsius"
"CC(OC1=CC=CC=C1)C(O)=O","117.5 - 118.0","?C","118.0","Celsius"
"N1C2=C(C=C1C1=CC=CC=C1)C=CC=C2","190.0 - 190.5","?C","190.0","Celsius"
"CC(C)(C)CC(O)=O","6.0 - 6.5","?C","6.25","Celsius"
"CC(C)(C)CC(C)(C)C","-67.0 - -66.5","?C","-66.8","Celsius"
"NC1=CC=C(C=C1)C(=O)C1=CC=CC=C1","122.5 - 123.0","?C","123.0","Celsius"
"CCCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1","96.5 - 97.0","?C","96.8","Celsius"
"ClC1C2=CC=CC=C2CCC2=CC=CC=C12","106.5 - 107.0","?C","107.0","Celsius"
"CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(O)=O","207.5 - 208.0","?C","208.0","Celsius"
"CSC(C)C","-102.0 - -101.5","?C","-102.0","Celsius"
"CC1=CC=C(N)N=C1","76.0 - 76.5","?C","76.2","Celsius"
"CC[Si](Cl)(Cl)CC","-97.0 - -96.5","?C","-96.8","Celsius"
"OCC1=C(Cl)C=C(Cl)C=C1","59.0 - 59.5","?C","59.2","Celsius"
"CCCCCCCCOC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1","48.0 - 48.5","?C","48.2","Celsius"
"BrC1C2=CC=CC=C2C2=CC=CC=C12","103.0 - 103.5","?C","103.0","Celsius"
"CC(C)C1=CC=C2C=CC=CC2=C1","14.0 - 14.5","?C","14.2","Celsius"
"BrC1=CC=CC=C1C=C","-53.0 - -52.5","?C","-52.8","Celsius"
"O=CC1CCCCC1","34.5 - 35.0","?C","34.8","Celsius"
"CN1C(=O)C(=O)C2=CC=CC=C12","131.0 - 131.5","?C","131.0","Celsius"
"CC(=O)C1=CC=CC(Br)=C1","7.5 - 8.0","?C","7.75","Celsius"
"CN(C)C(=O)NC1=CC(=CC=C1)C(F)(F)F","163.5 - 164.0","?C","164.0","Celsius"
"ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl","125.0 - 125.5","?C","125.0","Celsius"
"ClC1=CC(Cl)=C(Cl)N=C1Cl","90.5 - 91.0","?C","90.8","Celsius"
"CC1=CC=C(O)C(=C1)C(C)(C)C","51.5 - 52.0","?C","51.8","Celsius"
"ClC1=CC=CC=C1C=C(C#N)C#N","95.0 - 95.5","?C","95.2","Celsius"
"COC(=O)C1=CC(Cl)=CC=C1Cl","38.5 - 39.0","?C","38.8","Celsius"
"BrC1=CSC=C1Br","4.5 - 5.0","?C","4.75","Celsius"
"ClC1=CC=C(Cl)S1","-41.0 - -40.5","?C","-40.8","Celsius"
"CCCCCCCCCCCCCCCCCCC=C","28.5 - 29.0","?C","28.8","Celsius"
"CCC(C)CC=C","-141.5 - -141.0","?C","-141.0","Celsius"
"CCOC(=O)C(C)(C)C","-90.0 - -89.5","?C","-89.8","Celsius"
"CCC(CC)C=C","-127.5 - -127.0","?C","-127.0","Celsius"
"CCCCCCCCCCCCCCCC=C","11.0 - 11.5","?C","11.2","Celsius"
"CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC","87.5 - 88.0","?C","87.8","Celsius"
"CC1=CC(N)=CC=C1Cl","83.5 - 84.0","?C","83.8","Celsius"
"Cl[SiH](Cl)Cl","-127.0 - -126.5","?C","-127.0","Celsius"
"CCOC(=O)C1=CC=C(C=C1)N(C)C","63.5 - 64.0","?C","63.8","Celsius"
"CN1N=NC2=C1C=CC=C2","64.5 - 65.0","?C","64.8","Celsius"
"ClC1=CN=C(Cl)C=C1","60.5 - 61.0","?C","60.8","Celsius"
"COC1=CC(Cl)=CC=C1O","16.5 - 17.0","?C","16.8","Celsius"
"CCC1=CC(C)=C(C)C=C1C","-14.0 - -13.5","?C","-13.8","Celsius"
"OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1","161.0 - 161.5","?C","161.0","Celsius"
"COC1=CC(CCC(C)=O)=CC=C1O","40.5 - 41.0","?C","40.8","Celsius"
"C(OC1=CC=CC=C1)C1CO1","3.5 - 4.0","?C","3.75","Celsius"
"CCCCOC1=CC=C(O)C=C1","65.0 - 65.5","?C","65.2","Celsius"
"CC1(C)CC(=O)CC(=O)C1","148.0 - 148.5","?C","148.0","Celsius"
"O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1","128.0 - 128.5","?C","128.0","Celsius"
"BrCC(Br)(Br)CBr","10.5 - 11.0","?C","10.8","Celsius"
"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12","136.0 - 136.5","?C","136.0","Celsius"
"CC(C)C1(C)N=C(NC1=O)C1=NC=CC=C1C(O)=O","171.0 - 171.5","?C","171.0","Celsius"
"OC(=O)CCC=C","-22.5 - -22.0","?C","-22.2","Celsius"
"CCCCCCCCCCCCCC(C)=O","39.0 - 39.5","?C","39.2","Celsius"
"OC1=CC=C(C=C)C=C1","73.0 - 73.5","?C","73.2","Celsius"
"CC=CC","-105.5 - -105.0","?C","-105.0","Celsius"
"O=C1NC=NC2=CC=CC=C12","217.5 - 218.0","?C","218.0","Celsius"
"CC(=O)NC12CC3CC(CC(C3)C1)C2","148.0 - 148.5","?C","148.0","Celsius"
"CN(C)C1=CC=CC2=C1C=CC=C2S(N)(=O)=O","219.5 - 220.0","?C","220.0","Celsius"
"COCCOC1=C(OC)C=C(CC2=CN=C(N)N=C2N)C=C1OC","154.0 - 154.5","?C","154.0","Celsius"
"NC1=NC(Cl)=CC(Cl)=N1","220.0 - 220.5","?C","220.0","Celsius"
"CC1=CC=C(CN)C=C1","12.0 - 12.5","?C","12.2","Celsius"
"C1=CC=C(C=C1)[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","236.5 - 237.0","?C","237.0","Celsius"
"O=CC1=CC=C(OC2=CC=CC=C2)C=C1","24.5 - 25.0","?C","24.8","Celsius"
"CC1=CC(C=O)=C(C)N1C1=CC=CC=C1","88.5 - 89.0","?C","88.8","Celsius"
"CC1=CC=C(C)N1C1=CC=CC=C1","49.5 - 50.0","?C","49.8","Celsius"
"OC1=C(Cl)C(=O)C(O)=C(Cl)C1=O","283.0 - 283.5","?C","283.0","Celsius"
"CCCCCCCCCC(Cl)=O","-35.0 - -34.5","?C","-34.8","Celsius"
"ClC1=NN=C(Cl)C=C1","67.5 - 68.0","?C","67.8","Celsius"
"FC1=C(F)C2=C(C(F)=C1F)C(F)=C(F)C(F)=C2F","87.0 - 87.5","?C","87.2","Celsius"
"[O-][N+](=O)C1=C(F)C=C(F)C=C1F","3.5 - 4.0","?C","3.75","Celsius"
"NC(=O)C(F)(F)F","72.5 - 73.0","?C","72.8","Celsius"
"FC(F)(F)C1=CC=C(C=O)C=C1","1.5 - 2.0","?C","1.75","Celsius"
"NC1=CC=CC=C1NC1=CC=CC=C1","79.0 - 79.5","?C","79.2","Celsius"
"ClC1=CC=C(C=C1)C(=O)CBr","96.0 - 96.5","?C","96.2","Celsius"
"COC(=O)C1=CC=CC=C1OC(C)=O","51.5 - 52.0","?C","51.8","Celsius"
"C1=CC=C(N=C1)C1=CC=NC=C1","61.0 - 61.5","?C","61.2","Celsius"
"COC1=CC=C(C=C1)C(=O)C1=CC=CC=C1","61.5 - 62.0","?C","61.8","Celsius"
"CCOC(=O)C1=CC=CN=C1","8.5 - 9.0","?C","8.75","Celsius"
"COC(=O)C1=CC=CC(I)=C1","54.0 - 54.5","?C","54.2","Celsius"
"IC1=CC=C(I)S1","41.0 - 41.5","?C","41.2","Celsius"
"FC(F)(F)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1","52.0 - 52.5","?C","52.2","Celsius"
"CCOC(=O)C#CC(=O)OCC","1.5 - 2.0","?C","1.75","Celsius"
"CCCCCCCCC(Cl)=O","-61.0 - -60.5","?C","-60.8","Celsius"
"NC1=C(C=C(Br)C=C1)[N+]([O-])=O","111.5 - 112.0","?C","112.0","Celsius"
"OC(=O)CCCCC=C","-6.5 - -6.0","?C","-6.25","Celsius"
"NC(=O)C1=CC=C(F)C=C1","155.5 - 156.0","?C","156.0","Celsius"
"CCOC(=O)C1=CC2=C(N1)C=CC=C2","123.5 - 124.0","?C","124.0","Celsius"
"ClC1=CC(CC#N)=CC=C1","11.5 - 12.0","?C","11.8","Celsius"
"BrC1=CN=CC2=CC=CC=C12","41.0 - 41.5","?C","41.2","Celsius"
"C1=CC=C(C=C1)C1=NC2=CC=CC=C2N=C1C1=CC=CC=C1","126.0 - 126.5","?C","126.0","Celsius"
"CC=C1CCCC1","-130.0 - -129.5","?C","-130.0","Celsius"
"FC1=CC=C(C=C1)N1CCNCC1","31.5 - 32.0","?C","31.8","Celsius"
"CC1=CC(=CC=C1N)C(O)=O","169.5 - 170.0","?C","170.0","Celsius"
"C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=C)C=C)C=C)C=C","-43.5 - -43.0","?C","-43.2","Celsius"
"CCCC#CCC","-131.0 - -130.5","?C","-131.0","Celsius"
"ClC1=CC(Cl)=NC(Cl)=N1","22.5 - 23.0","?C","22.8","Celsius"
"COC(=O)CCC(O)=O","57.5 - 58.0","?C","57.8","Celsius"
"NC1=CC(Cl)=C(O)C=C1","151.5 - 152.0","?C","152.0","Celsius"
"O=CC1=CC2=CC=CC=C2C2=C1C=CC=C2","101.5 - 102.0","?C","102.0","Celsius"
"O=C1CCC(CC1)C1=CC=CC=C1","79.5 - 80.0","?C","79.8","Celsius"
"CCOC1=CC=C(CC(O)=O)C=C1","88.5 - 89.0","?C","88.8","Celsius"
"CC(=O)C1=CC=C(Br)S1","94.5 - 95.0","?C","94.8","Celsius"
"CC1=CC(Cl)=NC(Cl)=N1","46.0 - 46.5","?C","46.2","Celsius"
"CCC1=CC=CC(=C1)C1=CC=CC=C1","-28.0 - -27.5","?C","-27.8","Celsius"
"ON1C(=O)CCC1=O","96.5 - 97.0","?C","96.8","Celsius"
"CCOC(=O)C(=C)C#N","-22.5 - -22.0","?C","-22.2","Celsius"
"OC(=O)CCOC1=CC=CC=C1","97.5 - 98.0","?C","97.8","Celsius"
"CSC1=CC=C(C=C1)C(O)=O","194.5 - 195.0","?C","195.0","Celsius"
"CC1=CC(=CC=C1Cl)[N+]([O-])=O","42.5 - 43.0","?C","42.8","Celsius"
"NC(=O)C1=C(F)C=CC=C1F","146.5 - 147.0","?C","147.0","Celsius"
"OC1=CC2=C(C=C1)C1=CC=CC=C1N2","271.5 - 272.0","?C","272.0","Celsius"
"OC(C(O)=O)C1=CC=C(Br)C=C1","117.0 - 117.5","?C","117.0","Celsius"
"CCCCCCC(O)CCCC","-4.0 - -3.5","?C","-3.75","Celsius"
"CCC1=CCCC1","-118.5 - -118.0","?C","-118.0","Celsius"
"CCOC1=CC=C(C=C1)C#N","61.5 - 62.0","?C","61.8","Celsius"
"CC1=C(C=NN1C1=CC=CC=C1)C(O)=O","167.0 - 167.5","?C","167.0","Celsius"
